
------COMPUTATION DONE------
1.69149 4.4099
1.73027 4.43756
1.74721 4.45543
1.73027 4.43756
1.7916 4.50776
1.74721 4.45543
1.53271 6.04898
1.48866 6.05961
1.53271 6.04898
1.72832 6.00174
1.67589 5.96105
1.50124 5.82551
1.67589 5.96105
1.72832 6.00174
1.55607 6.1065
1.4848 6.0636
1.55607 6.1065
1.77632 6.23908
1.54551 6.35483
1.50624 6.37347
1.54551 6.35483
1.77047 6.24801
1.77047 6.24801
1.77632 6.23908
1.74041 7.64852
1.47415 7.33578
1.74041 7.64852
1.84922 7.77632
1.84671 7.78285
1.84922 7.77632
1.55091 1.65172
1.49105 1.6559
1.55091 1.65172
1.58688 1.64921
1.58688 1.64921
1.84909 1.21334
1.84909 1.21334
1.82713 1.18722
1.72832 6.00174
1.77043 6.01968
1.8421 6.09029
1.77043 6.01968
1.8421 6.09029
1.86566 6.11351
1.77632 6.23908
1.86566 6.11351
1.64905 4.8298
1.52069 4.72285
1.64905 4.8298
1.68169 4.85699
1.61507 5.01742
1.68169 4.85699
1.58702 2.09342
1.487 2.10525
1.58702 2.09342
1.5962 2.09233
1.5962 2.09233
1.72259 1.78665
1.59388 1.65411
1.58688 1.64921
1.72259 1.78665
1.59388 1.65411
1.88942 0.648811
1.60518 0.351164
1.75907 1.02195
1.88783 0.718712
1.88783 0.718712
1.88942 0.648811
1.61047 4.10027
1.56303 4.11155
1.61047 4.10027
1.78479 4.05882
1.68831 3.89757
1.47795 3.84332
1.68831 3.89757
1.89646 3.95125
1.78479 4.05882
1.81633 4.03288
1.81633 4.03288
1.8932 3.96161
1.8932 3.96161
1.89646 3.95125
1.61394 7.28667
1.47802 7.33207
1.61394 7.28667
1.7804 7.23106
1.74275 7.16113
1.63037 6.95238
1.74275 7.16113
1.7804 7.23106
1.73194 2.13799
1.5962 2.09233
1.73194 2.13799
1.78099 2.15449
1.64174 2.47129
1.78927 2.40472
1.82594 2.18471
1.78099 2.15449
1.85825 2.21299
1.82594 2.18471
1.78927 2.40472
1.89685 2.30155
1.89685 2.30155
1.85825 2.21299
1.63828 4.2126
1.54175 4.27851
1.63828 4.2126
1.73169 4.14882
1.73169 4.14882
1.78479 4.05882
1.70829 8.49667
1.47091 8.43667
1.70829 8.49667
1.76522 8.51106
1.65072 8.7939
1.88154 8.6726
1.88261 8.6692
1.76522 8.51106
1.88154 8.6726
1.88261 8.6692
1.68169 4.85699
1.85644 4.74576
1.79523 4.50883
1.7916 4.50776
1.79523 4.50883
1.82976 4.51894
1.85644 4.74576
1.8994 4.62545
1.8994 4.62545
1.82976 4.51894
1.66544 3.47777
1.55168 3.47646
1.66544 3.47777
1.69786 3.47814
1.66235 3.67706
1.53399 3.70383
1.66235 3.67706
1.83116 3.64185
1.83116 3.64185
1.69786 3.47814
1.69786 3.47814
1.8409 3.28589
1.80346 3.18245
1.62641 3.08119
1.8409 3.28589
1.80346 3.18245
1.77043 6.01968
1.74339 5.52086
1.74339 5.52086
1.60077 5.47917
1.77125 9.66956
1.53763 9.5353
1.77125 9.66956
1.84086 9.70956
1.8592 9.73457
1.84086 9.70956
1.68238 9.96048
1.68135 9.96179
1.68238 9.96048
1.8592 9.73457
1.83622 3.64466
1.83116 3.64185
1.83622 3.64466
1.99125 3.73085
1.89646 3.95125
1.97741 3.88064
1.97741 3.88064
1.99125 3.73085
1.73027 4.43756
1.73169 4.14882
1.73356 6.5762
1.50287 6.50589
1.73356 6.5762
1.88655 6.62283
1.69568 6.7887
1.66255 6.8175
1.69568 6.7887
1.88655 6.62283
1.76522 8.51106
1.87664 8.16306
1.87664 8.16306
1.79369 8.05092
1.78099 2.15449
1.78392 1.80951
1.78392 1.80951
1.72259 1.78665
1.88655 6.62283
1.92001 6.60991
1.91986 6.59449
1.77047 6.24801
1.92001 6.60991
1.91986 6.59449
1.7804 7.23106
1.86505 7.2315
1.9498 7.66761
1.90739 7.31722
1.90739 7.31722
1.86505 7.2315
1.84922 7.77632
1.9498 7.66761
1.85024 6.93809
1.66986 6.8393
1.85024 6.93809
2.00885 7.02495
1.86505 7.2315
2.00885 7.02495
1.77106 4.30965
1.74721 4.45543
1.77106 4.30965
1.81633 4.03288
1.77939 9.55128
1.53646 9.491
1.77939 9.55128
1.83555 9.56522
1.84086 9.70956
1.83555 9.56522
1.77648 4.97027
1.61708 5.02002
1.77648 4.97027
1.90646 4.9297
1.90646 4.9297
1.85644 4.74576
1.79854 9.21774
1.71221 9.21512
1.79854 9.21774
1.91574 9.22128
1.83555 9.56522
1.91574 9.22128
1.78303 2.8075
1.66049 2.83702
1.78303 2.8075
1.87193 2.7861
1.90522 2.76626
1.78927 2.40472
1.87193 2.7861
1.90522 2.76626
1.73795 5.13429
1.68247 5.14552
1.79521 5.11591
1.73795 5.13429
1.79521 5.11591
1.88347 5.08757
1.88347 5.08757
1.95234 5.01186
1.95234 5.01186
1.90646 4.9297
1.95816 4.32489
1.8932 3.96161
1.82976 4.51894
1.95816 4.32489
1.91574 9.22128
1.95397 9.21543
2.08025 9.10282
1.88154 8.6726
1.95397 9.21543
2.04775 9.15588
2.04775 9.15588
2.08025 9.10282
1.83129 1.6092
1.59388 1.65411
1.83129 1.6092
1.96437 1.58403
2.00022 1.27396
1.84909 1.21334
1.96437 1.58403
2.00022 1.27396
1.84914 1.81281
1.78392 1.80951
1.84914 1.81281
1.85227 1.81297
1.83317 2.14009
1.82594 2.18471
1.83317 2.14009
1.88138 1.84285
1.88138 1.84285
1.85227 1.81297
2.0125 3.40561
1.8409 3.28589
2.0125 3.40561
2.15294 3.50359
1.99125 3.73085
2.15294 3.50359
1.84395 5.52119
1.74339 5.52086
1.84395 5.52119
2.00374 5.52171
1.86566 6.11351
1.93227 6.09752
1.93227 6.09752
2.06361 5.75565
2.00925 5.52564
2.00374 5.52171
2.06361 5.75565
2.00925 5.52564
1.8642 5.23317
1.73795 5.13429
1.8642 5.23317
1.97249 5.31798
1.98159 5.33557
1.97249 5.31798
1.98159 5.33557
2.0161 5.40227
2.00374 5.52171
2.0161 5.40227
1.85227 1.81297
1.98471 1.66436
1.98471 1.66436
1.96437 1.58403
2.10447 6.76332
1.92001 6.60991
2.10447 6.76332
2.11842 6.77492
2.00885 7.02495
2.04936 7.00124
2.04936 7.00124
2.10853 6.86431
2.10853 6.86431
2.11842 6.77492
1.97249 5.31798
1.88347 5.08757
1.96538 3.08608
1.87193 2.7861
1.87215 3.14156
1.80346 3.18245
1.87215 3.14156
1.96538 3.08608
1.98676 1.9145
1.88138 1.84285
1.8869 2.16754
1.85825 2.21299
1.8869 2.16754
2.00257 1.98405
2.00257 1.98405
1.98676 1.9145
1.89563 8.6608
1.88261 8.6692
1.89563 8.6608
1.9574 8.62095
1.98903 8.23228
1.87664 8.16306
1.9574 8.62095
2.07662 8.336
2.07662 8.336
1.98903 8.23228
1.89978 9.73283
1.8592 9.73457
1.89978 9.73283
2.08858 9.72469
2.08858 9.72469
1.95397 9.21543
2.1723 9.77694
2.08858 9.72469
2.1723 9.77694
2.59093 10.0382
2.68667 12.05
2.59093 10.0382
1.91447 26.1892
1.61673 31.641
1.91447 26.1892
2.68667 12.05
1.91472 2.76455
1.90522 2.76626
1.91472 2.76455
1.97834 2.75307
2.05564 2.34836
1.89685 2.30155
1.97834 2.75307
2.05564 2.34836
2.0224 5.02151
1.95234 5.01186
2.0224 5.02151
2.1546 5.03971
2.1546 5.03971
2.17311 5.04766
2.0161 5.40227
2.17536 5.05952
2.17536 5.05952
2.17311 5.04766
1.98291 3.08416
1.96538 3.08608
1.98291 3.08416
2.07216 3.0744
2.10516 2.79847
1.97834 2.75307
2.10516 2.79847
2.1393 2.8107
2.07216 3.0744
2.1393 2.8107
1.98504 6.52026
1.91986 6.59449
1.98504 6.52026
2.22935 6.24207
2.19562 6.21817
1.93227 6.09752
2.19562 6.21817
2.21333 6.22628
2.22935 6.24207
2.21333 6.22628
1.99831 0.598734
1.88942 0.648811
1.99831 0.598734
2.05847 0.571066
2.05847 0.571066
2.21924 0.349256
2.21924 0.349256
1.71911 -0.607413
2.09934 1.71403
1.98471 1.66436
2.09934 1.71403
2.11786 1.72206
2.00983 1.89785
1.98676 1.9145
2.00983 1.89785
2.01834 1.8917
2.01834 1.8917
2.1359 1.73696
2.1359 1.73696
2.11786 1.72206
2.2113 3.20474
2.07216 3.0744
2.2113 3.20474
2.38425 3.36677
2.15294 3.50359
2.37445 3.39729
2.37445 3.39729
2.38425 3.36677
1.9891 4.64208
1.8994 4.62545
2.12766 4.97499
1.9891 4.64208
2.12766 4.97499
2.1546 5.03971
2.10462 2.01493
2.00257 1.98405
2.10462 2.01493
2.23843 2.05543
2.05716 2.34822
2.05564 2.34836
2.05716 2.34822
2.13058 2.34144
2.13058 2.34144
2.2648 2.20049
2.2648 2.20049
2.23843 2.05543
2.04246 1.27242
2.00022 1.27396
2.16966 0.876206
1.88783 0.718712
2.07594 1.16812
2.04246 1.27242
2.07594 1.16812
2.16966 0.876206
2.0808 4.31464
1.95816 4.32489
2.0808 4.31464
2.29679 4.29659
2.28801 4.04375
1.97741 3.88064
2.28801 4.04375
2.3345 4.06816
2.34667 4.08373
2.3345 4.06816
2.29679 4.29659
2.34667 4.08373
2.11786 1.72206
2.17837 1.29584
2.17837 1.29584
2.04246 1.27242
2.00361 4.64112
1.9891 4.64208
2.10203 4.6127
2.00361 4.64112
2.10203 4.6127
2.25857 4.56751
2.25857 4.56751
2.32982 4.39501
2.32982 4.39501
2.29679 4.29659
2.11819 7.34055
1.90739 7.31722
2.11819 7.34055
2.1262 7.34143
2.10239 7.64188
1.9498 7.66761
2.10239 7.64188
2.16371 7.63154
2.19533 7.48616
2.1262 7.34143
2.19533 7.48616
2.22412 7.54643
2.16371 7.63154
2.18615 7.61868
2.18615 7.61868
2.22412 7.54643
2.11842 6.77492
2.43385 6.54249
2.27791 6.26868
2.22935 6.24207
2.43385 6.54249
2.27791 6.26868
2.11093 1.90242
2.01834 1.8917
2.11093 1.90242
2.26226 1.91994
2.27317 1.93553
2.26226 1.91994
2.23843 2.05543
2.27317 1.93553
2.1393 2.8107
2.283 2.77252
2.32214 2.60877
2.13058 2.34144
2.283 2.77252
2.32214 2.60877
2.13937 8.64487
1.9574 8.62095
2.13937 8.64487
2.15643 8.64711
2.24431 8.94619
2.15643 8.64711
2.10925 9.0868
2.08025 9.10282
2.10925 9.0868
2.22365 9.0236
2.22365 9.0236
2.24431 8.94619
2.17203 1.74505
2.1359 1.73696
2.17203 1.74505
2.18181 1.74724
2.26226 1.91994
2.18181 1.74724
2.1262 7.34143
2.19728 7.2857
2.19728 7.2857
2.21759 7.13876
2.21759 7.13876
2.04936 7.00124
2.13242 7.95592
1.84868 7.8745
2.12022 8.14289
1.98903 8.23228
2.12022 8.14289
2.21335 8.07944
2.21335 8.07944
2.13242 7.95592
2.19362 4.82415
2.00361 4.64112
2.19362 4.82415
2.29578 4.92256
2.17311 5.04766
2.29578 4.92256
2.19592 8.35498
2.07662 8.336
2.19592 8.35498
2.24323 8.36251
2.15643 8.64711
2.17244 8.63709
2.17244 8.63709
2.30047 8.49327
2.30047 8.49327
2.24323 8.36251
2.20278 1.29707
2.17837 1.29584
2.20278 1.29707
2.2784 1.30088
2.18181 1.74724
2.39009 1.56337
2.32791 1.31341
2.2784 1.30088
2.32791 1.31341
2.39887 1.33137
2.39009 1.56337
2.39887 1.33137
2.38799 9.47818
2.04775 9.15588
2.38799 9.47818
2.68207 9.75676
2.59093 10.0382
2.68207 9.75676
2.17807 7.93577
2.13242 7.95592
2.17807 7.93577
2.27846 7.89146
2.27846 7.89146
2.16371 7.63154
2.18356 0.875061
2.16966 0.876206
2.18356 0.875061
2.26035 0.868734
2.28281 0.684321
2.05847 0.571066
2.28281 0.684321
2.40268 0.744839
2.26035 0.868734
2.40026 0.78018
2.40026 0.78018
2.40268 0.744839
2.29578 4.92256
2.41466 4.85016
2.32323 4.6685
2.25857 4.56751
2.41466 4.85016
2.32323 4.6685
2.2516 7.34466
2.19728 7.2857
2.25598 7.51362
2.2516 7.34466
2.22412 7.54643
2.25598 7.51362
2.28341 5.83601
2.06361 5.75565
2.28341 5.83601
2.32402 5.85086
2.21333 6.22628
2.32402 5.85086
2.23411 8.08371
2.21335 8.07944
2.23411 8.08371
2.25625 8.08826
2.34346 8.25623
2.25625 8.08826
2.24323 8.36251
2.34346 8.25623
2.2784 1.30088
2.26035 0.868734
2.43002 2.92176
2.283 2.77252
2.42973 3.3108
2.43002 2.92176
2.38425 3.36677
2.42973 3.3108
2.2182 5.49342
2.00925 5.52564
2.2182 5.49342
2.53794 5.44412
2.39496 5.26592
2.17536 5.05952
2.39496 5.26592
2.50669 5.37093
2.53794 5.44412
2.50669 5.37093
2.32279 7.91205
2.27846 7.89146
2.32279 7.91205
2.37691 7.9372
2.25625 8.08826
2.37691 7.9372
2.28432 8.693
2.17244 8.63709
2.28432 8.693
2.38273 8.74219
2.25581 8.92924
2.24431 8.94619
2.25581 8.92924
2.38273 8.74219
2.27814 7.33352
2.2516 7.34466
2.27814 7.33352
2.53812 7.22436
2.32471 7.15691
2.21759 7.13876
2.32471 7.15691
2.53562 7.19266
2.53812 7.22436
2.53562 7.19266
2.22866 0.350873
2.21924 0.349256
2.41444 0.600247
2.22866 0.350873
2.41444 0.600247
2.45949 0.660727
2.40268 0.744839
2.45949 0.660727
2.32402 5.85086
2.63675 5.74495
2.62807 5.49723
2.53794 5.44412
2.63675 5.74495
2.65142 5.66109
2.65142 5.66109
2.62807 5.49723
2.43548 8.57218
2.30047 8.49327
2.43548 8.57218
2.46068 8.58691
2.38273 8.74219
2.43909 8.69209
2.43909 8.69209
2.46068 8.58691
2.3345 4.06816
2.47264 3.54178
2.47264 3.54178
2.37445 3.39729
2.30893 7.48904
2.25598 7.51362
2.30893 7.48904
2.57123 7.36729
2.57123 7.36729
2.53812 7.22436
2.37691 7.9372
2.43782 7.92942
2.40462 7.69779
2.18615 7.61868
2.40462 7.69779
2.54254 7.74772
2.43782 7.92942
2.54517 7.81533
2.54517 7.81533
2.54254 7.74772
2.37233 6.94964
2.10853 6.86431
2.37233 6.94964
2.48974 6.98761
2.54666 7.16991
2.48974 6.98761
2.53562 7.19266
2.54666 7.16991
2.32505 1.91568
2.27317 1.93553
2.32505 1.91568
2.54141 1.83289
2.54141 1.83289
2.39009 1.56337
2.39887 1.33137
2.60136 1.24273
2.51988 0.955214
2.40026 0.78018
2.60136 1.24273
2.51988 0.955214
2.34977 0.324041
2.22866 0.350873
2.34977 0.324041
2.36667 0.320296
2.36667 0.320296
2.48423 -0.0979194
2.48423 -0.0979194
2.48347 -0.154192
2.48347 -0.154192
1.54415 -2.76365
2.36 8.25221
2.34346 8.25623
2.36 8.25221
2.50548 8.21692
2.50548 8.21692
2.43782 7.92942
2.56249 6.58283
2.43385 6.54249
2.48974 6.98761
2.56249 6.58283
2.38349 6.18837
2.27791 6.26868
2.38349 6.18837
2.69593 5.95069
2.69593 5.95069
2.63675 5.74495
2.31801 9.03905
2.22365 9.0236
2.54364 9.16259
2.31801 9.03905
2.54364 9.16259
2.69745 9.24681
2.77786 9.39452
2.69745 9.24681
2.78917 9.59652
2.77786 9.39452
2.68207 9.75676
2.78917 9.59652
2.41893 2.21254
2.2648 2.20049
2.41893 2.21254
2.48237 2.2175
2.38909 2.5804
2.32214 2.60877
2.38909 2.5804
2.48229 2.54091
2.48229 2.54091
2.53133 2.28507
2.53133 2.28507
2.48237 2.2175
2.47244 4.85966
2.41466 4.85016
2.47244 4.85966
2.52141 4.86772
2.50669 5.37093
2.52416 4.88275
2.52416 4.88275
2.52141 4.86772
2.54254 7.74772
2.61192 7.62785
2.59813 7.40085
2.57123 7.36729
2.61192 7.62785
2.63767 7.53559
2.63767 7.53559
2.59813 7.40085
2.45894 0.336018
2.36667 0.320296
2.45894 0.336018
2.57789 0.356285
2.45949 0.660727
2.58419 0.58249
2.62594 0.390661
2.57789 0.356285
2.62594 0.390661
2.64349 0.403218
2.58419 0.58249
2.64349 0.403218
2.60465 1.86208
2.54141 1.83289
2.60465 1.86208
2.68061 1.89715
2.48237 2.2175
2.68061 1.89715
2.57796 8.24541
2.50548 8.21692
2.57796 8.24541
2.70842 8.2967
2.46068 8.58691
2.69468 8.47111
2.72349 8.31669
2.70842 8.2967
2.69468 8.47111
2.72349 8.31669
2.45543 8.94427
2.31801 9.03905
2.45543 8.94427
2.50802 8.90799
2.50802 8.90799
2.52698 8.78741
2.52698 8.78741
2.43909 8.69209
2.45887 4.60614
2.32323 4.6685
2.45887 4.60614
2.69896 4.49575
2.53913 4.45213
2.32982 4.39501
2.53913 4.45213
2.69896 4.49575
2.57789 0.356285
2.48423 -0.0979194
2.69896 4.49575
2.86654 4.53029
2.52141 4.86772
2.85728 4.6675
2.85728 4.6675
2.86654 4.53029
2.51061 4.07319
2.34667 4.08373
2.51061 4.07319
2.63234 4.06536
2.75389 3.73206
2.47264 3.54178
2.63234 4.06536
2.78542 3.79629
2.78542 3.79629
2.75389 3.73206
2.54526 2.87145
2.57631 2.57855
2.57631 2.57855
2.48229 2.54091
2.51699 2.88379
2.43002 2.92176
2.51699 2.88379
2.54526 2.87145
2.87927 4.42457
2.63234 4.06536
2.87927 4.42457
2.9038 4.46025
2.86654 4.53029
2.9038 4.46025
2.5759 8.9281
2.50802 8.90799
2.5759 8.9281
2.7119 8.96837
2.69745 9.24681
2.7119 8.96837
2.56937 6.5821
2.56249 6.58283
2.56937 6.5821
2.60111 6.57872
2.60111 6.57872
2.9328 6.24488
2.91875 6.17235
2.69593 5.95069
2.9328 6.24488
2.91875 6.17235
2.59503 8.79623
2.52698 8.78741
2.59503 8.79623
2.77412 8.81943
2.7119 8.96837
2.77412 8.81943
2.73783 7.95567
2.54517 7.81533
2.70842 8.2967
2.73783 7.95567
2.77412 8.81943
2.79592 8.7969
2.81236 8.66412
2.69468 8.47111
2.79592 8.7969
2.81236 8.66412
2.68061 1.89715
2.77874 1.88292
2.65662 1.24982
2.60136 1.24273
2.89645 1.72106
2.65662 1.24982
2.77874 1.88292
2.89645 1.72106
2.62013 2.58055
2.57631 2.57855
2.62013 2.58055
2.80184 2.58884
2.60795 2.86271
2.54526 2.87145
2.60795 2.86271
2.74575 2.8435
2.74575 2.8435
2.80184 2.58884
2.61801 0.869449
2.51988 0.955214
2.61801 0.869449
2.76563 0.740431
2.76563 0.740431
2.58419 0.58249
2.63888 2.31272
2.53133 2.28507
2.77134 2.43714
2.63888 2.31272
2.77134 2.43714
2.86856 2.52846
2.80184 2.58884
2.86856 2.52846
2.64349 0.403218
2.90579 0.299766
2.79368 0.179258
2.48347 -0.154192
2.79368 0.179258
2.90579 0.299766
2.71793 5.11037
2.52416 4.88275
2.71793 5.11037
2.88287 5.30412
2.6383 5.48947
2.62807 5.49723
2.6383 5.48947
2.88287 5.30412
2.64134 7.12316
2.54666 7.16991
2.64134 7.12316
2.98686 6.95258
2.94012 6.90728
2.60111 6.57872
2.94012 6.90728
2.98686 6.95258
2.64862 3.25101
2.42973 3.3108
2.64862 3.25101
2.65771 3.24853
2.65771 3.24853
2.76587 2.86858
2.76587 2.86858
2.74575 2.8435
2.68704 2.2718
2.63888 2.31272
2.68704 2.2718
2.76148 2.20855
2.76148 2.20855
2.78605 1.89616
2.78605 1.89616
2.77874 1.88292
2.79178 0.748694
2.76563 0.740431
2.79178 0.748694
2.8694 0.773219
2.68782 1.23344
2.65662 1.24982
2.69931 1.22407
2.68782 1.23344
2.69931 1.22407
2.97952 0.995501
2.97952 0.995501
2.8694 0.773219
2.88287 5.30412
2.94969 5.26896
2.94969 5.26896
2.97851 4.84526
2.97851 4.84526
2.85728 4.6675
2.81925 7.74783
2.61192 7.62785
2.81925 7.74783
2.92275 7.80772
2.76537 7.94438
2.73783 7.95567
2.76537 7.94438
2.90896 7.88553
2.90896 7.88553
2.92275 7.80772
2.83848 2.26777
2.76148 2.20855
2.83848 2.26777
2.97854 2.37548
2.86856 2.52846
2.9071 2.51655
2.9071 2.51655
2.97854 2.37548
2.79326 3.25507
2.65771 3.24853
2.79326 3.25507
2.85393 3.258
2.77322 3.70327
2.75389 3.73206
2.77322 3.70327
2.91505 3.492
2.91505 3.492
2.85393 3.258
2.90579 0.299766
2.94089 0.299882
2.8694 0.773219
3.01831 0.429078
3.01831 0.429078
2.94089 0.299882
2.92523 2.94852
2.76587 2.86858
2.92523 2.94852
3.05756 3.01489
2.85393 3.258
3.12872 3.07646
3.05756 3.01489
3.12872 3.07646
2.94089 0.299882
3.78137 -1.0523
3.78137 -1.0523
3.95691 -2.50026
3.95691 -2.50026
4.05938 -3.90517
4.05938 -3.90517
4.17527 -9.97784
4.85962 -45.8377
4.70231 -9.97784
2.80524 7.34947
2.59813 7.40085
2.80524 7.34947
3.01316 7.29789
2.98686 6.95258
3.1998 6.99744
3.01316 7.29789
3.20184 7.01023
3.20184 7.01023
3.1998 6.99744
2.66317 7.539
2.63767 7.53559
2.87689 7.61583
2.66317 7.539
2.87689 7.61583
3.00576 7.66214
2.92275 7.80772
3.00576 7.66214
3.08437 2.21333
2.78605 1.89616
3.08437 2.21333
3.10256 2.23268
2.97854 2.37548
3.10256 2.23268
2.85231 7.48538
2.66317 7.539
2.85231 7.48538
2.9977 7.44415
2.9977 7.44415
3.01316 7.29789
3.00576 7.66214
3.03665 7.64181
3.03131 7.60216
2.9977 7.44415
3.03665 7.64181
3.03131 7.60216
2.91389 9.22933
2.91754 8.86841
2.91754 8.86841
2.79592 8.7969
2.87828 9.27257
2.77786 9.39452
2.87828 9.27257
2.91389 9.22933
2.97811 3.84664
2.78542 3.79629
2.98021 4.41437
3.00674 3.86396
3.00674 3.86396
2.97811 3.84664
2.9038 4.46025
2.98021 4.41437
2.85846 8.29153
2.72349 8.31669
2.88156 8.27953
2.85846 8.29153
2.88156 8.27953
2.88761 8.27639
2.88761 8.27639
3.00514 8.04974
2.94808 7.91973
2.90896 7.88553
3.00514 8.04974
2.94808 7.91973
3.05132 2.99248
2.92225 2.52933
3.05132 2.99248
3.05756 3.01489
2.92225 2.52933
2.9071 2.51655
3.26807 6.46317
2.9328 6.24488
3.26807 6.46317
3.47664 6.59897
3.1998 6.99744
3.47643 6.60757
3.47643 6.60757
3.47664 6.59897
3.00921 8.89097
2.91754 8.86841
3.00921 8.89097
3.23562 8.94669
2.95423 9.19389
2.91389 9.22933
2.95423 9.19389
3.23562 8.94669
2.96257 8.63868
2.81236 8.66412
2.96257 8.63868
3.01373 8.63002
3.01156 8.45141
2.85846 8.29153
3.01373 8.63002
3.01156 8.45141
2.81324 5.68334
2.65142 5.66109
3.0335 5.76869
2.81324 5.68334
3.0335 5.76869
3.12852 5.8055
3.16604 5.87913
3.12852 5.8055
2.98439 6.10629
2.91875 6.17235
2.98439 6.10629
3.15545 5.93413
3.15545 5.93413
3.16604 5.87913
3.03588 1.36872
2.68782 1.23344
3.03588 1.36872
3.18215 1.42558
2.98485 1.70484
2.89645 1.72106
2.98485 1.70484
3.0977 1.68413
3.0977 1.68413
3.18215 1.42558
3.02417 3.5061
2.91505 3.492
3.02417 3.5061
3.04343 3.50859
2.99634 3.79907
2.97811 3.84664
2.99634 3.79907
3.09046 3.5536
3.09046 3.5536
3.04343 3.50859
3.06164 8.6391
3.01373 8.63002
3.06164 8.6391
3.21012 8.66724
3.23562 8.94669
3.44996 8.87891
3.25909 8.70471
3.21012 8.66724
3.25909 8.70471
3.43223 8.83717
3.44996 8.87891
3.43223 8.83717
3.01561 5.64723
2.81324 5.68334
3.01561 5.64723
3.1314 5.62657
3.21171 5.36553
2.94969 5.26896
3.21171 5.36553
3.25181 5.38031
3.1314 5.62657
3.25181 5.38031
3.12872 3.07646
3.23038 3.08072
3.04343 3.50859
3.24941 3.09758
3.24941 3.09758
3.23038 3.08072
3.12852 5.8055
3.1314 5.62657
3.01028 0.996641
2.97952 0.995501
3.06767 1.01184
3.01028 0.996641
3.26602 1.17665
3.06767 1.01184
3.18215 1.42558
3.26832 1.31917
3.26832 1.31917
3.26602 1.17665
3.17358 2.64786
2.92225 2.52933
3.17358 2.64786
3.30141 2.70815
3.23038 3.08072
3.30141 2.70815
3.05773 0.878512
3.01028 0.996641
3.05773 0.878512
3.20026 0.523683
3.20026 0.523683
3.01831 0.429078
3.05921 8.45015
3.01156 8.45141
3.05921 8.45015
3.1545 8.44761
3.06603 8.28133
2.88761 8.27639
3.06603 8.28133
3.18819 8.28471
3.1545 8.44761
3.18819 8.28471
3.21012 8.66724
3.1545 8.44761
3.09808 8.06536
3.00514 8.04974
3.09808 8.06536
3.20041 8.08256
3.18819 8.28471
3.28591 8.21913
3.2268 8.10854
3.20041 8.08256
3.28591 8.21913
3.2268 8.10854
3.08047 7.90215
2.94808 7.91973
3.08047 7.90215
3.17808 7.88919
3.03852 7.64224
3.03665 7.64181
3.20624 7.71361
3.03852 7.64224
3.20624 7.71361
3.26545 7.73881
3.17808 7.88919
3.26545 7.73881
3.10256 2.23268
3.3491 2.19057
3.32115 1.8194
3.0977 1.68413
3.3491 2.19057
3.32115 1.8194
3.20041 8.08256
3.17808 7.88919
3.12141 3.86582
3.00674 3.86396
3.12141 3.86582
3.17715 3.86672
3.11475 4.38501
2.98021 4.41437
3.11475 4.38501
3.2782 4.34933
3.37246 4.28156
3.17715 3.86672
3.2782 4.34933
3.37246 4.28156
3.14466 3.55981
3.09046 3.5536
3.14466 3.55981
3.36337 3.58488
3.17715 3.86672
3.39913 3.67217
3.39913 3.67217
3.36337 3.58488
3.14105 7.4879
3.03131 7.60216
3.14105 7.4879
3.36869 7.25086
3.36869 7.25086
3.20184 7.01023
3.26915 3.10952
3.24941 3.09758
3.36337 3.58488
3.37187 3.2591
3.37187 3.2591
3.26915 3.10952
3.01647 9.55948
2.78917 9.59652
3.1505 9.51502
3.01647 9.55948
3.1505 9.51502
3.24571 9.48344
3.24571 9.48344
3.63892 9.23173
3.46745 8.89155
3.44996 8.87891
3.66123 9.15646
3.46745 8.89155
3.63892 9.23173
3.66123 9.15646
3.15987 7.53381
3.03852 7.64224
3.15987 7.53381
3.39676 7.32213
3.38595 7.27368
3.36869 7.25086
3.39676 7.32213
3.38595 7.27368
3.30141 2.70815
3.59967 2.41242
3.57736 2.35531
3.3491 2.19057
3.57736 2.35531
3.60603 2.37601
3.59967 2.41242
3.60603 2.37601
3.26501 0.536092
3.20026 0.523683
3.26501 0.536092
3.45072 0.571684
3.17925 0.911727
3.06767 1.01184
3.17925 0.911727
3.46062 0.659276
3.46062 0.659276
3.45072 0.571684
3.26545 7.73881
3.30354 7.7325
3.30354 7.7325
3.42865 7.41218
3.42865 7.41218
3.39676 7.32213
3.25181 5.38031
3.32562 5.37853
3.24531 4.86806
2.97851 4.84526
3.24531 4.86806
3.44764 4.88534
3.48939 4.90999
3.44764 4.88534
3.48939 4.90999
3.50485 4.91911
3.32562 5.37853
3.50485 4.91911
3.22702 5.83892
3.16604 5.87913
3.22702 5.83892
3.54649 5.62829
3.5402 5.55736
3.32562 5.37853
3.54649 5.62829
3.5402 5.55736
3.44764 4.88534
3.2782 4.34933
3.32714 9.82848
3.01647 9.55948
3.32714 9.82848
3.33165 9.83238
3.37561 10.1759
3.33165 9.83238
3.25149 10.5135
2.68667 12.05
3.25149 10.5135
3.37561 10.1759
3.35726 8.23492
3.28591 8.21913
3.35726 8.23492
3.43612 8.25239
3.46524 8.50618
3.43612 8.25239
3.43223 8.83717
3.46524 8.50618
3.45072 0.571684
3.49807 0.510936
3.49807 0.510936
3.76841 0.0484308
3.76841 0.0484308
3.83004 -0.374879
3.83004 -0.374879
3.78137 -1.0523
3.3557 6.01756
3.15545 5.93413
3.3557 6.01756
3.76824 6.18943
3.47664 6.59897
3.76824 6.18943
