
------COMPUTATION DONE------
1.03974 1.75998
1.09906 1.74162
1.09906 1.74162
1.30603 1.58067
1.2783 1.37442
1.25059 1.3266
1.30603 1.58067
1.2783 1.37442
1.15716 4.87425
1.04519 4.44296
1.04519 4.44296
1.03457 4.43813
1.09061 6.2342
0.995357 6.21668
1.09061 6.2342
1.24224 6.2621
1.07253 6.59927
1.24224 6.2621
1.11483 3.97502
1.01715 3.94708
1.07891 4.27747
1.21923 4.11707
1.22659 4.06099
1.11483 3.97502
1.21923 4.11707
1.22659 4.06099
1.03983 9.38814
0.977846 9.39108
1.0813 9.37023
1.03983 9.38814
1.0813 9.37023
1.23586 9.30351
1.20489 9.15312
1.06373 9.04733
1.23586 9.30351
1.20489 9.15312
1.10601 6.05773
1.00836 6.02816
1.10601 6.05773
1.21388 6.09039
1.24224 6.2621
1.28405 6.24381
1.28405 6.24381
1.21388 6.09039
1.20157 9.59041
1.03983 9.38814
1.19056 9.82285
1.20157 9.59041
1.0987 9.91951
1.08479 9.93415
1.0987 9.91951
1.19056 9.82285
1.16551 5.86597
1.08606 5.82701
1.21388 6.09039
1.16551 5.86597
1.10896 3.6114
1.02615 3.62027
1.10896 3.6114
1.19565 3.60212
1.23337 3.20615
1.10667 3.1679
1.23337 3.20615
1.37648 3.24934
1.19565 3.60212
1.38201 3.31072
1.38201 3.31072
1.37648 3.24934
1.11987 1.0582
0.911684 1.20307
1.11987 1.0582
1.26119 0.959861
1.2678 0.879248
1.13666 0.803483
1.26119 0.959861
1.2678 0.879248
1.12767 8.05813
1.05509 8.13747
1.12767 8.05813
1.23979 7.93559
1.23979 7.93559
1.11475 7.66521
1.1551 3.92073
1.11483 3.97502
1.1551 3.92073
1.30119 3.72379
1.30119 3.72379
1.19565 3.60212
1.29991 1.19482
1.26119 0.959861
1.25059 1.3266
1.29991 1.19482
1.20014 0.424327
0.99677 0.397139
1.20014 0.424327
1.42402 0.454258
1.17518 0.654282
1.13938 0.683061
1.17518 0.654282
1.42402 0.454258
1.18843 4.46226
1.04519 4.44296
1.29665 4.65847
1.18843 4.46226
1.30392 4.79148
1.29665 4.65847
1.20504 4.92012
1.30392 4.79148
1.0877 2.28513
1.07556 2.28917
1.34954 2.04873
1.09906 1.74162
1.34954 2.04873
1.38635 2.09386
1.19112 2.21889
1.0877 2.28513
1.19112 2.21889
1.38635 2.09386
1.22218 0.299489
1.00151 0.226755
1.22218 0.299489
1.53706 0.40328
1.42402 0.454258
1.51189 0.42699
1.51189 0.42699
1.53706 0.40328
1.20343 9.58836
1.20157 9.59041
1.20343 9.58836
1.40246 9.37022
1.33787 9.34436
1.23586 9.30351
1.33787 9.34436
1.40246 9.37022
1.214 5.65785
1.05671 5.70955
1.214 5.65785
1.5142 5.55918
1.49645 5.46069
1.22706 5.28345
1.49645 5.46069
1.54683 5.49383
1.5142 5.55918
1.54683 5.49383
1.21745 9.14138
1.20489 9.15312
1.21745 9.14138
1.32948 9.03665
1.32948 9.03665
1.33681 8.89621
1.33681 8.89621
1.18626 8.73602
1.53706 0.40328
1.60518 0.351164
1.60518 0.351164
1.71911 -0.607413
1.71911 -0.607413
1.54415 -2.76365
1.54415 -2.76365
1.43477 -3.44767
1.27235 6.70319
1.09724 6.68239
1.27235 6.70319
1.38079 6.71607
1.22393 6.95757
1.14461 7.02621
1.22393 6.95757
1.37251 6.829
1.37251 6.829
1.38079 6.71607
1.32908 7.98445
1.23979 7.93559
1.32908 7.98445
1.41566 8.03182
1.31432 8.38864
1.36281 8.36732
1.49603 8.16543
1.41566 8.03182
1.36281 8.36732
1.49603 8.16543
1.3622 4.29607
1.21923 4.11707
1.3622 4.29607
1.37628 4.3137
1.23207 4.44284
1.18843 4.46226
1.23207 4.44284
1.31987 4.40378
1.31987 4.40378
1.37628 4.3137
1.29614 2.86447
1.08107 2.72641
1.41288 3.20591
1.29614 2.86447
1.37648 3.24934
1.41288 3.20591
1.24732 4.05216
1.22659 4.06099
1.24732 4.05216
1.36278 4.00299
1.42136 3.79365
1.30119 3.72379
1.42136 3.79365
1.47048 3.82221
1.36278 4.00299
1.44971 3.91372
1.44971 3.91372
1.47795 3.84332
1.47795 3.84332
1.47048 3.82221
1.2587 5.85619
1.16551 5.86597
1.2587 5.85619
1.37166 5.84434
1.37166 5.84434
1.46422 5.77941
1.46422 5.77941
1.5142 5.55918
1.28727 6.24391
1.28405 6.24381
1.28727 6.24391
1.32554 6.24504
1.38079 6.71607
1.44706 6.67954
1.50624 6.37347
1.32554 6.24504
1.44706 6.67954
1.50287 6.50589
1.50287 6.50589
1.50624 6.37347
1.27682 7.05494
1.15815 7.16112
1.27682 7.05494
1.3936 6.95044
1.3936 6.95044
1.37251 6.829
1.36683 6.15706
1.37166 5.84434
1.32554 6.24504
1.36683 6.15706
1.40246 9.37022
1.52583 9.37938
1.30598 9.77183
1.19056 9.82285
1.30598 9.77183
1.47669 9.69638
1.47669 9.69638
1.53763 9.5353
1.53763 9.5353
1.53646 9.491
1.53646 9.491
1.52583 9.37938
1.31019 0.8694
1.2678 0.879248
1.31019 0.8694
1.42275 0.843253
1.42275 0.843253
1.51189 0.42699
1.42809 7.7901
1.14361 7.57442
1.41566 8.03182
1.42809 7.7901
1.37518 2.37806
1.0877 2.28513
1.37518 2.37806
1.42856 2.39532
1.33165 2.60166
1.12931 2.62977
1.33165 2.60166
1.53898 2.57286
1.50732 2.51665
1.42856 2.39532
1.50732 2.51665
1.54077 2.56819
1.53898 2.57286
1.54077 2.56819
1.44256 9.13777
1.32948 9.03665
1.44256 9.13777
1.60763 9.28539
1.52583 9.37938
1.60763 9.28539
1.38635 2.09386
1.45026 2.08992
1.49105 1.6559
1.30603 1.58067
1.45026 2.08992
1.49105 1.6559
1.47299 4.26931
1.36278 4.00299
1.37628 4.3137
1.47299 4.26931
1.36296 4.6201
1.29665 4.65847
1.36296 4.6201
1.46945 4.55849
1.43951 4.50669
1.31987 4.40378
1.46945 4.55849
1.43951 4.50669
1.3182 7.38752
1.25706 7.39824
1.49089 7.04966
1.3936 6.95044
1.36594 7.37168
1.3182 7.38752
1.36594 7.37168
1.47415 7.33578
1.47802 7.33207
1.49089 7.04966
1.47415 7.33578
1.47802 7.33207
1.42856 2.39532
1.47421 2.10279
1.47421 2.10279
1.45026 2.08992
1.37615 2.84386
1.29614 2.86447
1.37615 2.84386
1.6147 2.78239
1.6147 2.78239
1.53898 2.57286
1.39189 1.14156
1.29991 1.19482
1.39189 1.14156
1.64523 0.994869
1.59064 0.957663
1.42275 0.843253
1.59064 0.957663
1.64523 0.994869
1.4143 4.76917
1.30392 4.79148
1.4143 4.76917
1.47363 4.75717
1.52464 4.59191
1.46945 4.55849
1.52464 4.59191
1.56121 4.61406
1.47363 4.75717
1.52069 4.72285
1.52069 4.72285
1.56121 4.61406
1.41726 3.20335
1.41288 3.20591
1.41726 3.20335
1.62641 3.08119
1.66049 2.83702
1.6147 2.78239
1.62641 3.08119
1.66049 2.83702
1.53399 3.70383
1.55168 3.47646
1.55168 3.47646
1.38201 3.31072
1.47048 3.82221
1.53399 3.70383
1.4684 8.90994
1.33681 8.89621
1.4684 8.90994
1.60485 8.92418
1.60763 9.28539
1.71221 9.21512
1.71221 9.21512
1.60485 8.92418
1.68135 9.96179
1.47669 9.69638
1.61673 31.641
1.68135 9.96179
1.44858 35.4736
-1.81573 109.877
1.44858 35.4736
1.61673 31.641
1.48866 6.05961
1.50124 5.82551
1.45149 6.08999
1.36683 6.15706
1.45149 6.08999
1.4848 6.0636
1.4848 6.0636
1.48866 6.05961
1.50124 5.82551
1.46422 5.77941
1.46073 5.01852
1.23227 5.04834
1.46073 5.01852
1.55752 5.00589
1.55752 5.00589
1.47363 4.75717
1.50597 8.74013
1.18248 8.62206
1.50597 8.74013
1.64929 8.79244
1.64929 8.79244
1.65072 8.7939
1.60485 8.92418
1.65072 8.7939
1.47279 7.77975
1.42809 7.7901
1.47279 7.77975
1.59032 7.75252
1.54929 7.69749
1.3182 7.38752
1.54929 7.69749
1.59032 7.75252
1.47599 4.26926
1.47299 4.26931
1.47599 4.26926
1.52444 4.26837
1.56303 4.11155
1.44971 3.91372
1.52444 4.26837
1.56303 4.11155
1.48162 4.46594
1.43951 4.50669
1.48162 4.46594
1.60403 4.34751
1.54175 4.27851
1.52444 4.26837
1.60403 4.34751
1.54175 4.27851
1.4836 1.30439
1.2783 1.37442
1.4836 1.30439
1.82713 1.18722
1.64523 0.994869
1.75907 1.02195
1.82713 1.18722
1.75907 1.02195
1.55787 5.00596
1.55752 5.00589
1.55787 5.00596
1.61507 5.01742
1.54683 5.49383
1.60077 5.47917
1.61708 5.02002
1.61507 5.01742
1.68247 5.14552
1.61708 5.02002
1.60077 5.47917
1.68247 5.14552
1.64635 8.78657
1.47091 8.43667
1.64635 8.78657
1.64929 8.79244
1.47091 8.43667
1.36281 8.36732
1.487 2.10525
1.47421 2.10279
1.62997 2.44345
1.487 2.10525
1.62997 2.44345
1.64174 2.47129
1.54077 2.56819
1.64174 2.47129
1.50853 7.03735
1.49089 7.04966
1.50853 7.03735
1.63037 6.95238
1.66255 6.8175
1.44706 6.67954
1.63037 6.95238
1.66986 6.8393
1.66986 6.8393
1.66255 6.8175
1.59032 7.75252
1.84671 7.78285
1.51897 8.15661
1.49603 8.16543
1.51897 8.15661
1.79369 8.05092
1.79369 8.05092
1.84868 7.8745
1.84868 7.8745
1.84671 7.78285
1.56121 4.61406
1.7916 4.50776
1.69149 4.4099
1.60403 4.34751
